doc_id,token,bio_label
59,студентам,B-PURPOSE
59,НАО,B-ORG
59,"""Медицинский",I-ORG
59,университет,I-ORG
59,"Астана"",",I-ORG
59,Договор,O
59,№09-02-34/60,O
59,от,O
59,25.08.22г.,O
60,Образовательные,B-PURPOSE
60,гранты,B-PAYMENT_TYPE
60,ОФ,B-ORG
60,«Қазақстан,I-ORG
60,халқына»,I-ORG
60,и,B-PAYMENT_TYPE
60,стипендии,I-PAYMENT_TYPE
60,студентам,B-PURPOSE
60,ТОО,B-ORG
60,"""Центрально-Азиатский",I-ORG
60,Инновационный,I-ORG
60,"Университет"",",I-ORG
60,Договор,O
60,№09-02-55/50,O
60,от,O
60,28.10.22г.,O
61,Образовательные,B-PURPOSE
61,гранты,B-PAYMENT_TYPE
61,ОФ,B-ORG
61,«Қазақстан,I-ORG
61,халқына»,I-ORG
61,и,B-PAYMENT_TYPE
61,стипендии,I-PAYMENT_TYPE
61,студентам,B-PURPOSE
61,Учреждение,B-ORG
61,высшего,I-ORG
61,образования,I-ORG
61,"""Евразийский",I-ORG
61,гуманитарный,I-ORG
61,"институт""",I-ORG
62,Образовательные,B-PURPOSE
62,гранты,B-PAYMENT_TYPE
62,ОФ,B-ORG
62,«Қазақстан,I-ORG
62,халқына»,I-ORG
62,и,B-PAYMENT_TYPE
62,стипендии,I-PAYMENT_TYPE
62,студентам,B-PURPOSE
62,НАО,B-ORG
62,Карагандинский,I-ORG
62,университет,I-ORG
62,имени,I-ORG
62,академика,I-ORG
62,Е.А.Букетова,I-ORG
63,Образовательные,B-PURPOSE
63,гранты,B-PAYMENT_TYPE
63,ОФ,B-ORG
63,«Қазақстан,I-ORG
63,халқына»,I-ORG
63,и,B-PAYMENT_TYPE
63,стипендии,I-PAYMENT_TYPE
63,студентам,B-PURPOSE
63,НАО,B-ORG
63,"""Казахский",I-ORG
63,национальный,I-ORG
63,аграрный,I-ORG
63,исследовательский,I-ORG
63,"университет"",",I-ORG
63,Договор,O
63,№09-02-34/52,O
63,от,O
63,25.08.22г.,O
64,Образовательные,B-PURPOSE
64,гранты,B-PAYMENT_TYPE
64,ОФ,B-ORG
64,«Қазақстан,I-ORG
64,халқына»,I-ORG
64,и,B-PAYMENT_TYPE
64,стипендии,I-PAYMENT_TYPE
64,студентам,B-PURPOSE
64,НАО,B-ORG
64,"""АУ",I-ORG
64,им.,I-ORG
64,"Х.Досмухамедова"",",I-ORG
64,Договор,O
64,№09-02-,O
64,34/48,O
64,от,O
64,25.08.22г.,O
65,Образовательные,B-PURPOSE
65,гранты,B-PAYMENT_TYPE
65,ОФ,B-ORG
65,«Қазақстан,I-ORG
65,халқына»,I-ORG
65,и,B-PAYMENT_TYPE
65,стипендии,I-PAYMENT_TYPE
65,студентам,B-PURPOSE
65,АО,B-ORG
65,"""Казахстанско-Британский",I-ORG
65,технический,I-ORG
65,"университет"",",I-ORG
65,Договор,O
65,№09-02-55/20,O
65,от,O
65,28.10.2022г.,O
66,Возмещение,B-PAYMENT_TYPE
66,за,B-PURPOSE
66,услуги,I-PURPOSE
66,международной,I-PURPOSE
66,автоперевозки,I-PURPOSE
66,груза,I-PURPOSE
66,согласно,O
66,Договора,O
66,№9-02-12,O
66,от,O
66,01.07.2022,O
66,года,O
66,(КФ,B-ORG
66,"""ҚАМҚОРЛЫҚ",I-ORG
66,"ҚОРЫ"")",I-ORG
67,Оплата,B-PAYMENT_TYPE
67,за,B-PURPOSE
67,оснащение,I-PURPOSE
67,Центров,I-PURPOSE
67,для,I-PURPOSE
67,детей,I-PURPOSE
67,с,I-PURPOSE
67,аутизмом,I-PURPOSE
67,и,I-PURPOSE
67,другими,I-PURPOSE
67,ментальными,I-PURPOSE
67,нарушениями,I-PURPOSE
67,в,I-PURPOSE
67,регионах,I-PURPOSE
67,-,O
67,ТОО,B-ORG
67,"""ИСКУ",I-ORG
67,"КАЗАХСТАН""),",I-ORG
67,по,O
67,Договору,O
67,поставки,O
67,№РАС-4-1,O
67,от,O
67,29.06.2022,O
67,г.,O
68,АГП,B-ORG
68,им,I-ORG
68,Кулакова,I-ORG
68,возврат,B-PAYMENT_TYPE
68,средств,I-PAYMENT_TYPE
68,за,B-PURPOSE
68,лечение,I-PURPOSE
69,Оплата,B-PAYMENT_TYPE
69,Institut,B-ORG
69,"Curie,",I-ORG
69,Paris,I-ORG
69,26,I-ORG
69,-,O
69,расходы,B-PURPOSE
69,связанные,I-PURPOSE
69,с,I-PURPOSE
69,обученим,I-PURPOSE
69,3-х,I-PURPOSE
69,мед.специалистов,I-PURPOSE
69,КазНИИОР,B-ORG
70,Оплата,B-PAYMENT_TYPE
70,ООО,B-ORG
70,"""Исток",I-ORG
70,"Аудио""",I-ORG
70,за,B-PURPOSE
70,оборудование,I-PURPOSE
70,для,I-PURPOSE
70,оснащения,I-PURPOSE
70,специальных,I-PURPOSE
70,"школ,",I-PURPOSE
70,Договору,O
70,"№09-02-220,",O
70,"221,",O
70,"219,",O
70,"213,",O
70,"212,",O
70,"207,",O
70,"203,",O
70,208,O
71,Оплата,B-PAYMENT_TYPE
71,ООО,B-ORG
71,"""Алма""",I-ORG
71,за,B-PURPOSE
71,оборудование,I-PURPOSE
71,для,I-PURPOSE
71,оснащения,I-PURPOSE
71,специальных,I-PURPOSE
71,"школ,",I-PURPOSE
71,Договор,O
71,"№09-02-146,",O
71,"181,",O
71,"113,",O
71,"186,",O
71,"102,",O
71,"112,",O
71,"114,",O
71,"111,",O
71,"146,",O
71,147,O
71,от,O
71,28.12.2022г.,O
72,Образовательные,B-PURPOSE
72,гранты,B-PAYMENT_TYPE
72,ОФ,B-ORG
72,«Қазақстан,I-ORG
72,халқына»,I-ORG
72,и,B-PAYMENT_TYPE
72,стипендии,I-PAYMENT_TYPE
72,студентам,B-PURPOSE
72,НАО,B-ORG
72,"""Кокшетауский",I-ORG
72,университет,I-ORG
72,им.,I-ORG
72,Ш.,I-ORG
72,"Уалиханова"",",I-ORG
72,Договор,O
72,№09-02-34/58,O
72,от,O
72,25.08.22г.,O
73,Образовательные,B-PURPOSE
73,гранты,B-PAYMENT_TYPE
73,ОФ,B-ORG
73,«Қазақстан,I-ORG
73,халқына»,I-ORG
73,и,B-PAYMENT_TYPE
73,стипендии,I-PAYMENT_TYPE
73,студентам,B-PURPOSE
73,НАО,B-ORG
73,"""Карагадинский",I-ORG
73,технический,I-ORG
73,университет,I-ORG
73,им.,I-ORG
73,"А.Сагинова"",",I-ORG
73,Договор,O
73,№09-02-34/8,O
73,от,O
73,25.08.22г,O
74,Образовательные,B-PURPOSE
74,гранты,B-PAYMENT_TYPE
74,ОФ,B-ORG
74,«Қазақстан,I-ORG
74,халқына»,I-ORG
74,и,B-PAYMENT_TYPE
74,стипендии,I-PAYMENT_TYPE
74,студентам,B-PURPOSE
74,ТОО,B-ORG
74,"""Международный",I-ORG
74,инженерно-технологический,I-ORG
74,"университет""",I-ORG
74,Договор,O
74,№09-02-34/23,O
74,от,O
74,25.08.22г,O
75,Образовательные,B-PURPOSE
75,гранты,B-PAYMENT_TYPE
75,ОФ,B-ORG
75,«Қазақстан,I-ORG
75,халқына»,I-ORG
75,и,B-PAYMENT_TYPE
75,стипендии,I-PAYMENT_TYPE
75,студентам,B-PURPOSE
75,НАО,B-ORG
75,"""Таразский",I-ORG
75,региональный,I-ORG
75,университет,I-ORG
75,им.,I-ORG
75,М.Х.,I-ORG
75,"Дулати"",",I-ORG
75,Договор,O
75,№09-02-34/68,O
75,от,O
75,25.08.2022г.,O
76,Образовательные,B-PURPOSE
76,гранты,B-PAYMENT_TYPE
76,ОФ,B-ORG
76,«Қазақстан,I-ORG
76,халқына»,I-ORG
76,и,B-PAYMENT_TYPE
76,стипендии,I-PAYMENT_TYPE
76,студентам,B-PURPOSE
76,АО,B-ORG
76,"""КАЗУМО",I-ORG
76,И,I-ORG
76,МЯ,I-ORG
76,им.,I-ORG
76,Абылай,I-ORG
76,"хана"",",I-ORG
76,Договор,O
76,№09-,O
76,02-34/28,O
76,от,O
76,25.08.22г.,O
77,Оплата,B-PAYMENT_TYPE
77,ИП,B-ORG
77,"""Давыдов",I-ORG
77,Олег,I-ORG
77,"Витальевич""",I-ORG
77,за,B-PURPOSE
77,оборудование,I-PURPOSE
77,для,I-PURPOSE
77,оснащения,I-PURPOSE
77,специальных,I-PURPOSE
77,"школ,",I-PURPOSE
77,Договор,O
77,"№09-02-91,",O
77,"92,",O
77,"117,",O
77,"118,",O
77,"119,",O
77,"121,",O
77,"122,",O
77,123,O
77,от,O
77,19.12.2022г.,O
78,Оплата,B-PAYMENT_TYPE
78,медицинских,B-PURPOSE
78,услуг,I-PURPOSE
78,не,O
78,оказываемых,O
78,в,O
78,Республике,O
78,Казахстан,O
78,-,O
78,лечение,B-PURPOSE
78,в,O
78,г.,O
78,Москва,O
78,Детская,B-ORG
78,городская,I-ORG
78,больница,I-ORG
78,им.,I-ORG
78,Н.Ф.,I-ORG
78,"Филатова,",I-ORG
78,Договор,O
78,№25.05.2022,O
78,от,O
78,25.05.22г.,O
79,Оплата,B-PAYMENT_TYPE
79,медицинских,B-PURPOSE
79,услуг,I-PURPOSE
79,не,O
79,оказываемых,O
79,в,O
79,Республике,O
79,Казахстан,O
79,-,O
79,лечение,B-PURPOSE
79,в,B-ORG
79,Medipol,I-ORG
79,Mega,I-ORG
79,Hospitals,I-ORG
79,"(Турция),",I-ORG
79,договор,O
79,№,O
79,09-02-196,O
79,от,O
79,28.12.22г.,O
80,Благотворительная,B-PAYMENT_TYPE
80,помощь,I-PAYMENT_TYPE
80,ОФ,B-ORG
80,«Қазақстан,I-ORG
80,халқына»,I-ORG
80,семьям,B-PURPOSE
80,25-ти,I-PURPOSE
80,раненным,I-PURPOSE
80,гражданам,I-PURPOSE
80,РК,I-PURPOSE
80,во,O
80,время,O
80,трагических,O
80,"событий,",O
80,произошедших,O
80,в,O
80,январе,O
80,2022,O
80,года,O
81,Оплата,B-PAYMENT_TYPE
81,ИП,B-ORG
81,Прохоренко,I-ORG
81,Сергей,I-ORG
81,Александрович,I-ORG
81,за,B-PURPOSE
81,оборудование,I-PURPOSE
81,для,I-PURPOSE
81,оснащения,I-PURPOSE
81,специальных,I-PURPOSE
81,"школ,",I-PURPOSE
81,Договор,O
81,"№09-02-205,",O
81,"204,",O
81,"217,",O
81,214,O
81,от,O
81,28.12.2022г.,O
82,Оплата,B-PAYMENT_TYPE
82,ТОО,B-ORG
82,"""Базисный",I-ORG
82,"Магазин""",I-ORG
82,за,B-PURPOSE
82,оборудование,I-PURPOSE
82,для,I-PURPOSE
82,оснащения,I-PURPOSE
82,специальных,I-PURPOSE
82,школ,I-PURPOSE
82,Договор,O
82,"№09-02-200,",O
82,"199,",O
82,"209,",O
82,"210,",O
82,"214,",O
82,94,O
82,от,O
82,28.12.2022г.,O
83,Оплата,B-PAYMENT_TYPE
83,ООО,B-ORG
83,"""Исток",I-ORG
83,"Аудио""",I-ORG
83,за,B-PURPOSE
83,оборудование,I-PURPOSE
83,для,I-PURPOSE
83,оснащения,I-PURPOSE
83,специальных,I-PURPOSE
83,"школ,",I-PURPOSE
83,Договор,O
83,"№09-02-109,",O
83,"115,",O
83,120,O
83,от,O
83,19.12.2022,O
84,Оплата,B-PAYMENT_TYPE
84,ИП,B-ORG
84,"""Давыдов",I-ORG
84,Олег,I-ORG
84,"Витальевич""",I-ORG
84,за,B-PURPOSE
84,оборудование,I-PURPOSE
84,для,I-PURPOSE
84,оснащения,I-PURPOSE
84,специальных,I-PURPOSE
84,"школ,",I-PURPOSE
84,Договору,O
84,"№09-02-165,",O
84,"149,",O
84,"166,",O
84,"183,",O
84,"188,",O
84,"189,",O
84,"216,",O
84,"215,",O
84,"202,",O
84,201,O
84,от,O
84,19.12.2022г.,O
85,Оплата,B-PAYMENT_TYPE
85,медицинских,B-PURPOSE
85,услуг,I-PURPOSE
85,не,I-PURPOSE
85,оказываемых,I-PURPOSE
85,в,I-PURPOSE
85,Республике,I-PURPOSE
85,Казахстан,I-PURPOSE
85,-,I-PURPOSE
85,лечение,I-PURPOSE
85,в,O
85,Medipol,B-ORG
85,Mega,I-ORG
85,Hospitals,I-ORG
85,"(Турция),",I-ORG
85,договор,O
85,№,O
85,09-02-198,O
85,от,O
85,28.12.22г.,O
86,Оплата,B-PAYMENT_TYPE
86,медицинских,B-PURPOSE
86,услуг,I-PURPOSE
86,не,I-PURPOSE
86,оказываемых,I-PURPOSE
86,в,I-PURPOSE
86,Республике,I-PURPOSE
86,Казахстан,I-PURPOSE
86,-,I-PURPOSE
86,лечение,I-PURPOSE
86,в,O
86,Anadolu,B-ORG
86,Medical,I-ORG
86,Center,I-ORG
86,договор,O
86,№,O
86,00001/09-,O
86,02-197,O
86,от,O
86,28.12.22г.,O
87,Возмещение,B-PAYMENT_TYPE
87,за,B-PURPOSE
87,услуги,I-PURPOSE
87,международной,I-PURPOSE
87,автоперевозки,I-PURPOSE
87,груза,I-PURPOSE
87,согласно,O
87,Договора,O
87,№9-02-12,O
87,от,O
87,01.07.2022,O
87,года,O
87,(КФ,O
87,"""ҚАМҚОРЛЫҚ",O
87,"ҚОРЫ"")",O
88,Возмещение,B-PAYMENT_TYPE
88,за,B-PURPOSE
88,услуги,I-PURPOSE
88,международной,I-PURPOSE
88,автоперевозки,I-PURPOSE
88,груза,I-PURPOSE
88,согласно,O
88,Договора,O
88,№9-02-12,O
88,от,O
88,01.07.2022,O
88,года,O
88,(КФ,O
88,"""ҚАМҚОРЛЫҚ",O
88,"ҚОРЫ"")",O
89,Благотворительная,B-PAYMENT_TYPE
89,помощь,I-PAYMENT_TYPE
89,ОФ,B-ORG
89,"""Қазақстан",I-ORG
89,"халқына""",I-ORG
89,3-м,B-PURPOSE
89,семьям,I-PURPOSE
89,погибших,I-PURPOSE
89,граждан,I-PURPOSE
89,во,O
89,время,O
89,январских,O
89,событий,O
90,Оплата,B-PAYMENT_TYPE
90,ООО,B-ORG
90,"""Речевая",I-ORG
90,аппаратура,I-ORG
90,"""УНИТОН""",I-ORG
90,за,B-PURPOSE
90,оборудование,I-PURPOSE
90,для,I-PURPOSE
90,оснащения,I-PURPOSE
90,специальных,I-PURPOSE
90,"школ,",I-PURPOSE
90,Договор,O
90,"№09-02-206,",O
90,"101,",O
90,"148,",O
90,168,O
90,от,O
90,28.12.2022,O
91,Предоплата,B-PAYMENT_TYPE
91,50,I-PAYMENT_TYPE
91,%,I-PAYMENT_TYPE
91,ИП,B-ORG
91,"""Давыдов",I-ORG
91,Олег,I-ORG
91,"Витальевич""",I-ORG
91,за,B-PURPOSE
91,оснащение,I-PURPOSE
91,"спец.школ,",I-PURPOSE
91,Договор,O
91,№09-02-180,O
91,от,O
91,28.12.2022,O
92,Оплата,B-PAYMENT_TYPE
92,ООО,B-ORG
92,"""Речевая",I-ORG
92,аппаратура,I-ORG
92,"""УНИТОН""",I-ORG
92,за,B-PURPOSE
92,оборудование,I-PURPOSE
92,для,I-PURPOSE
92,оснащения,I-PURPOSE
92,специальных,I-PURPOSE
92,"школ,",I-PURPOSE
92,Договор,O
92,№09-02-125,O
92,от,O
92,28.12.2022,O
93,Оплата,B-PAYMENT_TYPE
93,ООО,B-ORG
93,"""Алма""",I-ORG
93,за,B-PURPOSE
93,оборудование,I-PURPOSE
93,для,I-PURPOSE
93,оснащения,I-PURPOSE
93,специальных,I-PURPOSE
93,"школ,",I-PURPOSE
93,Договор,O
93,№09-02-146,O
93,от,O
93,28.12.2022г.,O
94,Образовательные,B-PURPOSE
94,гранты,B-PAYMENT_TYPE
94,ОФ,B-ORG
94,«Қазақстан,I-ORG
94,халқына»,I-ORG
94,и,O
94,стипендии,B-PAYMENT_TYPE
94,студентам,B-PURPOSE
94,НАО,B-ORG
94,"""Медицинский",I-ORG
94,университет,I-ORG
94,"Астана"",",I-ORG
94,Договор,O
94,№09-02-34/60,O
94,от,O
94,25.08.22г.,O
95,Образовательные,B-PURPOSE
95,гранты,B-PAYMENT_TYPE
95,ОФ,B-ORG
95,«Қазақстан,I-ORG
95,халқына»,I-ORG
95,и,O
95,стипендии,B-PAYMENT_TYPE
95,студентам,B-PURPOSE
95,Учр.,B-ORG
95,"""Екибастузский",I-ORG
95,инженерно-,I-ORG
95,технический,I-ORG
95,"институт""им.акад.К.Сатпаева,",I-ORG
95,Договор,O
95,№09-02-55/9,O
95,от,O
95,"28.10.22г.,",O
96,Образовательные,B-PURPOSE
96,гранты,B-PAYMENT_TYPE
96,ОФ,B-ORG
96,«Қазақстан,I-ORG
96,халқына»,I-ORG
96,и,O
96,стипендии,B-PAYMENT_TYPE
96,студентам,B-PURPOSE
96,НАО,B-ORG
96,"""Университет",I-ORG
96,"НАРХОЗ"",",I-ORG
96,Договор,O
96,№09-02-34/71,O
96,от,O
96,25.08.22г.,O
97,Образовательные,B-PURPOSE
97,гранты,B-PAYMENT_TYPE
97,ОФ,B-ORG
97,«Қазақстан,I-ORG
97,халқына»,I-ORG
97,и,O
97,стипендии,B-PAYMENT_TYPE
97,студентам,B-PURPOSE
97,НАО,B-ORG
97,"""УНИВЕРСИТЕТ",I-ORG
97,"КИМЭП"",",I-ORG
97,Договор,O
97,№09-02-,O
97,55/62,O
97,от,O
97,28.10.2022г.,O
98,Образовательные,B-PURPOSE
98,гранты,B-PAYMENT_TYPE
98,ОФ,B-ORG
98,«Қазақстан,I-ORG
98,халқына»,I-ORG
98,и,O
98,стипендии,B-PAYMENT_TYPE
98,студентам,B-PURPOSE
98,ТОО,B-ORG
98,"""Международный",I-ORG
98,университет,I-ORG
98,"Астана"",",I-ORG
98,Договор,O
98,№09-02-55/29,O
98,от,O
98,28.10.22г.,O
99,Образовательные,B-PURPOSE
99,гранты,B-PAYMENT_TYPE
99,ОФ,B-ORG
99,«Қазақстан,I-ORG
99,халқына»,I-ORG
99,и,O
99,стипендии,B-PAYMENT_TYPE
99,студентам,B-PURPOSE
99,РГУ,B-ORG
99,"""Казахская",I-ORG
99,национальная,I-ORG
99,академия,I-ORG
99,искусств,I-ORG
99,имени,I-ORG
99,"Т.К.Жургенова""",I-ORG
99,МКС,I-ORG
99,"РК,",I-ORG
99,Доп.соглаш.№1,O
99,от,O
99,23.12.22г.,O
99,к,O
99,Договору,O
99,№09-02-55/54,O
99,от,O
99,28.10.22г.,O
100,Образовательные,B-PURPOSE
100,гранты,B-PAYMENT_TYPE
100,ОФ,B-ORG
100,«Қазақстан,I-ORG
100,халқына»,I-ORG
100,и,O
100,стипендии,B-PAYMENT_TYPE
100,студентам,B-PURPOSE
100,НАО,B-ORG
100,"""КАЗНУ",I-ORG
100,ИМЕНИ,I-ORG
100,"АЛЬ-ФАРАБИ"",",I-ORG
100,Доп.согла.№1,O
100,от,O
100,30.12.22г.,O
100,к,O
100,Договору,O
100,№09-02-55/70,O
101,Образовательные,B-PURPOSE
101,гранты,B-PAYMENT_TYPE
101,ОФ,B-ORG
101,«Қазақстан,I-ORG
101,халқына»,I-ORG
101,и,O
101,стипендии,B-PAYMENT_TYPE
101,студентам,B-PURPOSE
101,НАО,B-ORG
101,"""Казахская",I-ORG
101,академия,I-ORG
101,спорта,I-ORG
101,и,I-ORG
101,"туризма"",",I-ORG
101,Доп.соглаш.№1,O
101,к,O
101,Договору,O
101,№09-02-55/14,O
101,от,O
101,28.10.2022г.,O
102,Образовательные,B-PURPOSE
102,гранты,B-PAYMENT_TYPE
102,ОФ,B-ORG
102,«Қазақстан,I-ORG
102,халқына»,I-ORG
102,и,O
102,стипендии,B-PAYMENT_TYPE
102,студентам,B-PURPOSE
102,ТОО,B-ORG
102,"""Евразийский",I-ORG
102,технологический,I-ORG
102,"университет"",",I-ORG
102,Договор,O
102,№09-02-55/66,O
102,от,O
102,28.10.22г.,O
103,Оплата,B-PAYMENT_TYPE
103,ТОО,B-ORG
103,"""НеоТекФарм""",I-ORG
103,за,B-PURPOSE
103,лекарственное,I-PURPOSE
103,средство,I-PURPOSE
103,-,O
103,Ленвима,O
103,"(Ленватиниб),",O
103,Договор,O
103,№09-02-36,O
103,от,O
103,07.09.22г.,O
104,Образовательные,B-PURPOSE
104,гранты,B-PAYMENT_TYPE
104,ОФ,B-ORG
104,«Қазақстан,I-ORG
104,халқына»,I-ORG
104,и,O
104,стипендии,B-PAYMENT_TYPE
104,студентам,B-PURPOSE
104,НАО,B-ORG
104,"""КАЗНУ",I-ORG
104,ИМЕНИ,I-ORG
104,"АЛЬ-ФАРАБИ"",",I-ORG
104,Доп.согла.№1,O
104,от,O
104,30.12.22г.,O
104,к,O
104,Договору,O
104,№09-02-55/70,O
105,Оплата,B-PAYMENT_TYPE
105,ТОО,B-ORG
105,"""НеоТекФарм""",I-ORG
105,за,B-PURPOSE
105,лекарственное,I-PURPOSE
105,средство,I-PURPOSE
105,-,O
105,Ремсима,O
105,(Инфликсимаб,O
105,"(Inflixmab),",O
105,Договор,O
105,№09-02-26,O
105,от,O
105,05.08.22г.,O
106,Возмещение,B-PAYMENT_TYPE
106,расходов,I-PAYMENT_TYPE
106,(НДС,O
106,с,O
106,импорта),O
106,ОФ,B-ORG
106,"""Батыр",I-ORG
106,"боламын!""",I-ORG
106,связанных,O
106,с,O
106,перевозкой,B-PURPOSE
106,и,I-PURPOSE
106,оснащением,I-PURPOSE
106,(спортивный,I-PURPOSE
106,инвентарь),I-PURPOSE
106,24,I-PURPOSE
106,детских,I-PURPOSE
106,спортивных,I-PURPOSE
106,"залов,",I-PURPOSE
106,Договор,O
106,№07-01-13,O
106,от,O
106,"15.06.22г.,",O
106,Доп.соглаш.№2,O
107,Оплата,B-PAYMENT_TYPE
107,ТОО,B-ORG
107,"""MD",I-ORG
107,"TECH""",I-ORG
107,за,B-PURPOSE
107,оборудование,I-PURPOSE
107,для,I-PURPOSE
107,офтальмологического,I-PURPOSE
107,скринига,I-PURPOSE
107,и,O
107,лечения,B-PURPOSE
107,ретинопатии,I-PURPOSE
107,"недоношенных,",I-PURPOSE
107,Договор,O
107,"№09-02-2/1,",O
107,"2,",O
107,"3,",O
107,4,O
107,от,O
107,20.01.23г.,O
108,Образовательные,B-PURPOSE
108,гранты,B-PAYMENT_TYPE
108,ОФ,B-ORG
108,«Қазақстан,I-ORG
108,халқына»,I-ORG
108,и,O
108,стипендии,B-PAYMENT_TYPE
108,студентам,B-PURPOSE
108,НАО,B-ORG
108,"""КАЗНУ",I-ORG
108,ИМЕНИ,I-ORG
108,"АЛЬ-ФАРАБИ"",",I-ORG
108,Доп.согла.№1,O
108,от,O
108,30.12.22г.,O
108,к,O
108,Договору,O
108,№09-02-55/70,O
109,Образовательные,B-PURPOSE
109,гранты,B-PAYMENT_TYPE
109,ОФ,B-ORG
109,«Қазақстан,I-ORG
109,халқына»,I-ORG
109,и,O
109,стипендии,B-PAYMENT_TYPE
109,студентам,B-PURPOSE
109,Учреждение,B-ORG
109,"""Университет",I-ORG
109,им.,I-ORG
109,Сулеймана,I-ORG
109,"Демиреля"",",I-ORG
109,Договор,O
109,№09-02-55/61,O
109,от,O
109,28.10.22г.,O
110,Образовательные,B-PURPOSE
110,гранты,B-PAYMENT_TYPE
110,ОФ,B-ORG
110,«Қазақстан,I-ORG
110,халқына»,I-ORG
110,и,O
110,стипендии,B-PAYMENT_TYPE
110,студентам,B-PURPOSE
110,ТОО,B-ORG
110,МВУЗ,I-ORG
110,Казахско-Русский,I-ORG
110,Международный,I-ORG
110,Университет,I-ORG
111,Образовательные,B-PURPOSE
111,гранты,B-PAYMENT_TYPE
111,ОФ,B-ORG
111,«Қазақстан,I-ORG
111,халқына»,I-ORG
111,и,O
111,стипендии,B-PAYMENT_TYPE
111,студентам,B-PURPOSE
111,НАО,B-ORG
111,"""Костанайский",I-ORG
111,региональный,I-ORG
111,университет,I-ORG
111,имени,I-ORG
111,А.,I-ORG
111,"Байтурсынова"",",I-ORG
111,по,O
111,Доп.соглаш.№1,O
111,Договору,O
111,№09-02-55/46,O
112,Образовательные,B-PURPOSE
112,гранты,B-PAYMENT_TYPE
112,ОФ,B-ORG
112,«Қазақстан,I-ORG
112,халқына»,I-ORG
112,и,O
112,стипендии,B-PAYMENT_TYPE
112,студентам,B-PURPOSE
112,НАО,B-ORG
112,"""Медицинский",I-ORG
112,университет,I-ORG
112,"Караганды"",",I-ORG
112,по,O
112,Доп.соглаш.№1,O
112,к,O
112,Договор,O
112,№09-02-55/28,O
112,от,O
112,28.10.22г.,O
113,Образовательные,B-PURPOSE
113,гранты,B-PAYMENT_TYPE
113,ОФ,B-ORG
113,«Қазақстан,I-ORG
113,халқына»,I-ORG
113,и,O
113,стипендии,B-PAYMENT_TYPE
113,студентам,B-PURPOSE
113,РГУ,B-ORG
113,"""Казахская",I-ORG
113,национальная,I-ORG
113,академия,I-ORG
113,искусств,I-ORG
113,имени,I-ORG
113,"Т.К.Жургенова""",I-ORG
113,МКС,I-ORG
113,"РК,",I-ORG
113,Доп.соглаш.№1,O
113,от,O
113,23.12.22г.,O
113,к,O
113,Договору,O
113,№09-02-55/54,O
113,от,O
113,28.10.22г.,O
114,Образовательные,B-PURPOSE
114,гранты,B-PAYMENT_TYPE
114,ОФ,B-ORG
114,«Қазақстан,I-ORG
114,халқына»,I-ORG
114,и,O
114,стипендии,B-PAYMENT_TYPE
114,студентам,B-PURPOSE
114,Учреждение,B-ORG
114,"""Казахский",I-ORG
114,автомобильно-дорожный,I-ORG
114,инст.,I-ORG
114,им.,I-ORG
114,"Гончарова"",",I-ORG
114,Договор,O
114,№09-02-55/37,O
114,от,O
114,28.10.2022г,O
115,Возмещение,B-PAYMENT_TYPE
115,ТОО,B-ORG
115,"""СК-ФАРМАЦИЯ""",I-ORG
115,таможенных,B-PURPOSE
115,расходов,B-PAYMENT_TYPE
115,за,B-PURPOSE
115,поставку,I-PURPOSE
115,лекарственных,I-PURPOSE
115,препаратов,I-PURPOSE
115,в,I-PURPOSE
115,РК,I-PURPOSE
116,Предоплата,B-PAYMENT_TYPE
116,50%,O
116,ТОО,B-ORG
116,"""Medicare",I-ORG
116,"International""",I-ORG
116,за,B-PURPOSE
116,изготовление,I-PURPOSE
116,протезов,I-PURPOSE
116,левой,I-PURPOSE
116,руки,I-PURPOSE
116,и,I-PURPOSE
116,левого,I-PURPOSE
116,бедра,I-PURPOSE
116,для,O
116,ID,O
116,42002,O
117,Возмещение,B-PAYMENT_TYPE
117,таможенных,B-PURPOSE
117,расходов,B-PAYMENT_TYPE
117,КФ,B-ORG
117,"""ҚАМҚОРЛЫҚ",I-ORG
117,"ҚОРЫ""",I-ORG
117,(таможенный,B-PAYMENT_TYPE
117,"сбор,",I-PAYMENT_TYPE
117,импортная,I-PAYMENT_TYPE
117,таможенная,I-PAYMENT_TYPE
117,"пошлина),",I-PAYMENT_TYPE
117,Договор,O
117,№9-02-12,O
117,от,O
117,01.07.22г.,O
118,Окончательная,B-PURPOSE
118,оплата,B-PAYMENT_TYPE
118,ТОО,B-ORG
118,"""Фармас""",I-ORG
118,за,B-PURPOSE
118,изготовление,I-PURPOSE
118,протезов,I-PURPOSE
118,ID,O
118,37848,O
119,Предоплата,B-PAYMENT_TYPE
119,50,I-PAYMENT_TYPE
119,%,I-PAYMENT_TYPE
119,ООО,B-ORG
119,"""АНРО",I-ORG
119,"ТЕХНОЛОДЖИ""",I-ORG
119,за,B-PURPOSE
119,оснащение,I-PURPOSE
119,спец.школ,I-PURPOSE
119,"(РК,",O
119,г.,O
119,Алматы,O
119,ул.,O
119,"Байзакова,",O
119,"д.273А),",O
119,Договор,O
119,№09-02,O
119,100,O
119,от,O
119,08.12.2022,O
120,ООО,B-ORG
120,"""Алма""",I-ORG
120,возврат,B-PAYMENT_TYPE
120,средств,I-PAYMENT_TYPE
121,Образовательные,B-PURPOSE
