"annotation_id","annotator","created_at","id","label","lead_time","text","updated_at"
52,"1","2025-03-03T18:25:49.840598Z",50,"[{""start"":138,""end"":175,""text"":""Договор №09-02-55\/52 от\\n28.10.2022г."",""labels"":[""MISC""]},{""start"":16,""end"":22,""text"":""гранты"",""labels"":[""PAYMENT_TYPE""]},{""start"":46,""end"":57,""text"":""и стипендии"",""labels"":[""PAYMENT_TYPE""]},{""start"":0,""end"":16,""text"":""Образовательные "",""labels"":[""PURPOSE""]},{""start"":58,""end"":67,""text"":""студентам"",""labels"":[""PURPOSE""]},{""start"":23,""end"":45,""text"":""ОФ «Қазақстан халқына»"",""labels"":[""ORG""]},{""start"":68,""end"":136,""text"":""НАО \""Южно-Казахстанский государственный университет имени М.Ауэзова\"""",""labels"":[""ORG""]}]",22.446,"Образовательные гранты ОФ «Қазақстан халқына» и стипендии студентам НАО ""Южно-Казахстанский государственный университет имени М.Ауэзова"", Договор №09-02-55/52 от
 28.10.2022г.","2025-03-03T18:25:49.840618Z"
53,"1","2025-03-03T18:26:22.317479Z",51,"[{""start"":121,""end"":155,""text"":""Договор №09-02-55\/18 от 28.10.22г."",""labels"":[""MISC""]},{""start"":16,""end"":22,""text"":""гранты"",""labels"":[""PAYMENT_TYPE""]},{""start"":46,""end"":57,""text"":""и стипендии"",""labels"":[""PAYMENT_TYPE""]},{""start"":58,""end"":67,""text"":""студентам"",""labels"":[""PURPOSE""]},{""start"":0,""end"":15,""text"":""Образовательные"",""labels"":[""PURPOSE""]},{""start"":23,""end"":45,""text"":""ОФ «Қазақстан халқына»"",""labels"":[""ORG""]},{""start"":68,""end"":119,""text"":""Учреждение \""Казахский Университет путей\\nсообщения\"""",""labels"":[""ORG""]}]",31.476,"Образовательные гранты ОФ «Қазақстан халқына» и стипендии студентам Учреждение ""Казахский Университет путей
 сообщения"", Договор №09-02-55/18 от 28.10.22г.","2025-03-03T18:26:22.317492Z"
54,"1","2025-03-03T18:28:32.282956Z",52,"[{""start"":94,""end"":131,""text"":""Договор №09-02-55\/34 от\\n28.10.2022г."",""labels"":[""MISC""]},{""start"":16,""end"":22,""text"":""гранты"",""labels"":[""PAYMENT_TYPE""]},{""start"":46,""end"":57,""text"":""и стипендии"",""labels"":[""PAYMENT_TYPE""]},{""start"":58,""end"":67,""text"":""студентам"",""labels"":[""PURPOSE""]},{""start"":0,""end"":15,""text"":""Образовательные"",""labels"":[""PURPOSE""]},{""start"":23,""end"":45,""text"":""ОФ «Қазақстан халқына»"",""labels"":[""ORG""]},{""start"":68,""end"":92,""text"":""НАО \""АРУ им. К.Жубанова\"""",""labels"":[""ORG""]}]",129.07,"Образовательные гранты ОФ «Қазақстан халқына» и стипендии студентам НАО ""АРУ им. К.Жубанова"", Договор №09-02-55/34 от
 28.10.2022г.","2025-03-03T18:28:32.282971Z"
55,"1","2025-03-03T18:28:58.187457Z",53,"[{""start"":135,""end"":171,""text"":""Договор №09-02-55\/83 от 28.10.2022г."",""labels"":[""MISC""]},{""start"":0,""end"":15,""text"":""Образовательные"",""labels"":[""PURPOSE""]},{""start"":58,""end"":67,""text"":""студентам"",""labels"":[""PURPOSE""]},{""start"":23,""end"":45,""text"":""ОФ «Қазақстан халқына»"",""labels"":[""ORG""]},{""start"":68,""end"":133,""text"":""ТОО \""Университет международного бизнеса им.\\nКенжегали Сагадиева\"""",""labels"":[""ORG""]},{""start"":16,""end"":22,""text"":""гранты"",""labels"":[""PAYMENT_TYPE""]},{""start"":46,""end"":57,""text"":""и стипендии"",""labels"":[""PAYMENT_TYPE""]}]",25.082,"Образовательные гранты ОФ «Қазақстан халқына» и стипендии студентам ТОО ""Университет международного бизнеса им.
 Кенжегали Сагадиева"", Договор №09-02-55/83 от 28.10.2022г.","2025-03-03T18:28:58.187475Z"
56,"1","2025-03-03T18:29:31.892842Z",54,"[{""start"":117,""end"":152,""text"":""Договор №09-02-55\/27 от 28.10.22 г."",""labels"":[""MISC""]},{""start"":16,""end"":22,""text"":""гранты"",""labels"":[""PAYMENT_TYPE""]},{""start"":46,""end"":57,""text"":""и стипендии"",""labels"":[""PAYMENT_TYPE""]},{""start"":0,""end"":15,""text"":""Образовательные"",""labels"":[""PURPOSE""]},{""start"":58,""end"":67,""text"":""студентам"",""labels"":[""PURPOSE""]},{""start"":23,""end"":45,""text"":""ОФ «Қазақстан халқына»"",""labels"":[""ORG""]},{""start"":68,""end"":114,""text"":""ТОО \""Международная образовательная корпорация\"""",""labels"":[""ORG""]}]",32.747,"Образовательные гранты ОФ «Қазақстан халқына» и стипендии студентам ТОО ""Международная образовательная корпорация"",
 Договор №09-02-55/27 от 28.10.22 г.","2025-03-03T18:29:31.892857Z"
57,"1","2025-03-03T18:30:11.931641Z",55,"[{""start"":107,""end"":144,""text"":""оговор №09-\\n02-55\/41 от 28.10.2022г."",""labels"":[""MISC""]},{""start"":16,""end"":22,""text"":""гранты"",""labels"":[""PAYMENT_TYPE""]},{""start"":0,""end"":15,""text"":""Образовательные"",""labels"":[""PURPOSE""]},{""start"":46,""end"":57,""text"":""и стипендии"",""labels"":[""PAYMENT_TYPE""]},{""start"":58,""end"":68,""text"":""студентам "",""labels"":[""PURPOSE""]},{""start"":23,""end"":45,""text"":""ОФ «Қазақстан халқына»"",""labels"":[""ORG""]},{""start"":68,""end"":104,""text"":""АО \""Академия логистики и транспорта\"""",""labels"":[""ORG""]}]",39.014,"Образовательные гранты ОФ «Қазақстан халқына» и стипендии студентам АО ""Академия логистики и транспорта"", Договор №09-
 02-55/41 от 28.10.2022г.","2025-03-03T18:30:11.931655Z"
58,"1","2025-03-03T18:30:53.369588Z",56,"[{""start"":134,""end"":168,""text"":""Договор №09-02-55\/2 от 25.08.22г.,"",""labels"":[""MISC""]},{""start"":0,""end"":15,""text"":""Образовательные"",""labels"":[""PURPOSE""]},{""start"":58,""end"":67,""text"":""студентам"",""labels"":[""PURPOSE""]},{""start"":16,""end"":22,""text"":""гранты"",""labels"":[""PAYMENT_TYPE""]},{""start"":46,""end"":57,""text"":""и стипендии"",""labels"":[""PAYMENT_TYPE""]},{""start"":23,""end"":45,""text"":""ОФ «Қазақстан халқына»"",""labels"":[""ORG""]},{""start"":68,""end"":132,""text"":""НАО \""Алматинский университет энергетики и связи им. Г. Даукеева\"""",""labels"":[""ORG""]}]",35.378,"Образовательные гранты ОФ «Қазақстан халқына» и стипендии студентам НАО ""Алматинский университет энергетики и связи им. Г. Даукеева"", Договор №09-02-55/2 от 25.08.22г.,","2025-03-03T18:30:53.369602Z"
59,"1","2025-03-03T18:31:15.726157Z",57,"[{""start"":93,""end"":130,""text"":""Договор №09-02-55\/77 от\\n28.10.2022г."",""labels"":[""MISC""]},{""start"":16,""end"":22,""text"":""гранты"",""labels"":[""PAYMENT_TYPE""]},{""start"":46,""end"":57,""text"":""и стипендии"",""labels"":[""PAYMENT_TYPE""]},{""start"":58,""end"":67,""text"":""студентам"",""labels"":[""PURPOSE""]},{""start"":0,""end"":15,""text"":""Образовательные"",""labels"":[""PURPOSE""]},{""start"":23,""end"":45,""text"":""ОФ «Қазақстан халқына»"",""labels"":[""ORG""]},{""start"":68,""end"":91,""text"":""НАО \""КУ им. Коркыт Ата\"""",""labels"":[""ORG""]}]",21.28,"Образовательные гранты ОФ «Қазақстан халқына» и стипендии студентам НАО ""КУ им. Коркыт Ата"", Договор №09-02-55/77 от
 28.10.2022г.","2025-03-03T18:31:15.726173Z"
60,"1","2025-03-03T18:31:51.945271Z",58,"[{""start"":138,""end"":175,""text"":""Договор №09-02-55\/52 от\\n28.10.2022г."",""labels"":[""MISC""]},{""start"":16,""end"":22,""text"":""гранты"",""labels"":[""PAYMENT_TYPE""]},{""start"":46,""end"":57,""text"":""и стипендии"",""labels"":[""PAYMENT_TYPE""]},{""start"":0,""end"":15,""text"":""Образовательные"",""labels"":[""PURPOSE""]},{""start"":58,""end"":67,""text"":""студентам"",""labels"":[""PURPOSE""]},{""start"":23,""end"":45,""text"":""ОФ «Қазақстан халқына»"",""labels"":[""ORG""]},{""start"":68,""end"":136,""text"":""НАО \""Южно-Казахстанский государственный университет имени М.Ауэзова\"""",""labels"":[""ORG""]}]",33.037,"Образовательные гранты ОФ «Қазақстан халқына» и стипендии студентам НАО ""Южно-Казахстанский государственный университет имени М.Ауэзова"", Договор №09-02-55/52 от
 28.10.2022г.","2025-03-03T18:31:51.945283Z"
61,"1","2025-03-03T18:32:18.847055Z",59,"[{""start"":16,""end"":23,""text"":""гранты "",""labels"":[""PAYMENT_TYPE""]},{""start"":46,""end"":57,""text"":""и стипендии"",""labels"":[""PAYMENT_TYPE""]},{""start"":0,""end"":15,""text"":""Образовательные"",""labels"":[""PURPOSE""]},{""start"":58,""end"":67,""text"":""студентам"",""labels"":[""PURPOSE""]},{""start"":23,""end"":45,""text"":""ОФ «Қазақстан халқына»"",""labels"":[""ORG""]},{""start"":68,""end"":104,""text"":""НАО \""Медицинский университет Астана\"""",""labels"":[""ORG""]},{""start"":106,""end"":141,""text"":""Договор\\n№09-02-34\/60 от 25.08.22г."",""labels"":[""MISC""]}]",25.941,"Образовательные гранты ОФ «Қазақстан халқына» и стипендии студентам НАО ""Медицинский университет Астана"", Договор
 №09-02-34/60 от 25.08.22г.","2025-03-03T18:32:18.847069Z"
62,"1","2025-03-03T18:32:55.619851Z",60,"[{""start"":122,""end"":156,""text"":""Договор №09-02-55\/50 от 28.10.22г."",""labels"":[""MISC""]},{""start"":16,""end"":22,""text"":""гранты"",""labels"":[""PAYMENT_TYPE""]},{""start"":46,""end"":57,""text"":""и стипендии"",""labels"":[""PAYMENT_TYPE""]},{""start"":0,""end"":15,""text"":""Образовательные"",""labels"":[""PURPOSE""]},{""start"":58,""end"":67,""text"":""студентам"",""labels"":[""PURPOSE""]},{""start"":23,""end"":45,""text"":""ОФ «Қазақстан халқына»"",""labels"":[""ORG""]},{""start"":68,""end"":121,""text"":""ТОО \""Центрально-Азиатский Инновационный Университет\"","",""labels"":[""ORG""]}]",35.693,"Образовательные гранты ОФ «Қазақстан халқына» и стипендии студентам ТОО ""Центрально-Азиатский Инновационный Университет"", Договор №09-02-55/50 от 28.10.22г.","2025-03-03T18:32:55.619867Z"
63,"1","2025-03-03T18:33:41.287804Z",61,"[{""start"":16,""end"":22,""text"":""гранты"",""labels"":[""PAYMENT_TYPE""]},{""start"":46,""end"":57,""text"":""и стипендии"",""labels"":[""PAYMENT_TYPE""]},{""start"":0,""end"":15,""text"":""Образовательные"",""labels"":[""PURPOSE""]},{""start"":58,""end"":67,""text"":""студентам"",""labels"":[""PURPOSE""]},{""start"":23,""end"":45,""text"":""ОФ «Қазақстан халқына»"",""labels"":[""ORG""]},{""start"":68,""end"":135,""text"":""Учреждение высшего образования \""Евразийский\\nгуманитарный институт\"""",""labels"":[""ORG""]}]",44.688,"Образовательные гранты ОФ «Қазақстан халқына» и стипендии студентам Учреждение высшего образования ""Евразийский
 гуманитарный институт""","2025-03-03T18:33:41.287816Z"
64,"1","2025-03-03T18:34:14.236042Z",62,"[{""start"":16,""end"":22,""text"":""гранты"",""labels"":[""PAYMENT_TYPE""]},{""start"":46,""end"":57,""text"":""и стипендии"",""labels"":[""PAYMENT_TYPE""]},{""start"":58,""end"":67,""text"":""студентам"",""labels"":[""PURPOSE""]},{""start"":0,""end"":15,""text"":""Образовательные"",""labels"":[""PURPOSE""]},{""start"":23,""end"":45,""text"":""ОФ «Қазақстан халқына»"",""labels"":[""ORG""]},{""start"":68,""end"":127,""text"":""НАО Карагандинский университет имени академика Е.А.Букетова"",""labels"":[""ORG""]}]",31.776,"Образовательные гранты ОФ «Қазақстан халқына» и стипендии студентам НАО Карагандинский университет имени академика Е.А.Букетова","2025-03-03T18:34:14.236054Z"
65,"1","2025-03-03T18:34:45.585693Z",63,"[{""start"":138,""end"":173,""text"":""Договор №09-02-34\/52 от\\n25.08.22г."",""labels"":[""MISC""]},{""start"":16,""end"":22,""text"":""гранты"",""labels"":[""PAYMENT_TYPE""]},{""start"":46,""end"":57,""text"":""и стипендии"",""labels"":[""PAYMENT_TYPE""]},{""start"":0,""end"":15,""text"":""Образовательные"",""labels"":[""PURPOSE""]},{""start"":58,""end"":67,""text"":""студентам"",""labels"":[""PURPOSE""]},{""start"":23,""end"":45,""text"":""ОФ «Қазақстан халқына»"",""labels"":[""ORG""]},{""start"":68,""end"":136,""text"":""НАО \""Казахский национальный аграрный\\nисследовательский университет\"""",""labels"":[""ORG""]}]",29.565,"Образовательные гранты ОФ «Қазақстан халқына» и стипендии студентам НАО ""Казахский национальный аграрный
 исследовательский университет"", Договор №09-02-34/52 от
 25.08.22г.","2025-03-03T18:34:45.585710Z"
66,"1","2025-03-03T18:35:21.370054Z",64,"[{""start"":98,""end"":134,""text"":""Договор №09-02-\\n34\/48 от 25.08.22г."",""labels"":[""MISC""]},{""start"":16,""end"":22,""text"":""гранты"",""labels"":[""PAYMENT_TYPE""]},{""start"":46,""end"":57,""text"":""и стипендии"",""labels"":[""PAYMENT_TYPE""]},{""start"":0,""end"":15,""text"":""Образовательные"",""labels"":[""PURPOSE""]},{""start"":58,""end"":67,""text"":""студентам"",""labels"":[""PURPOSE""]},{""start"":23,""end"":45,""text"":""ОФ «Қазақстан халқына»"",""labels"":[""ORG""]},{""start"":68,""end"":96,""text"":""НАО \""АУ им. Х.Досмухамедова\"""",""labels"":[""ORG""]}]",33.694,"Образовательные гранты ОФ «Қазақстан халқына» и стипендии студентам НАО ""АУ им. Х.Досмухамедова"", Договор №09-02-
 34/48 от 25.08.22г.","2025-03-03T18:35:21.370068Z"
67,"1","2025-03-03T18:36:10.721754Z",65,"[{""start"":122,""end"":158,""text"":""Договор №09-02-55\/20 от 28.10.2022г."",""labels"":[""MISC""]},{""start"":16,""end"":22,""text"":""гранты"",""labels"":[""PAYMENT_TYPE""]},{""start"":46,""end"":57,""text"":""и стипендии"",""labels"":[""PAYMENT_TYPE""]},{""start"":58,""end"":67,""text"":""студентам"",""labels"":[""PURPOSE""]},{""start"":0,""end"":15,""text"":""Образовательные"",""labels"":[""PURPOSE""]},{""start"":23,""end"":45,""text"":""ОФ «Қазақстан халқына»"",""labels"":[""ORG""]},{""start"":68,""end"":120,""text"":""АО \""Казахстанско-Британский технический университет\"""",""labels"":[""ORG""]}]",42.549,"Образовательные гранты ОФ «Қазақстан халқына» и стипендии студентам АО ""Казахстанско-Британский технический университет"", Договор №09-02-55/20 от 28.10.2022г.","2025-03-03T18:36:10.721767Z"
68,"1","2025-03-03T18:36:47.332818Z",66,"[{""start"":0,""end"":10,""text"":""Возмещение"",""labels"":[""PAYMENT_TYPE""]},{""start"":11,""end"":54,""text"":""за услуги международной автоперевозки груза"",""labels"":[""PURPOSE""]},{""start"":102,""end"":122,""text"":""КФ\\n\""ҚАМҚОРЛЫҚ ҚОРЫ\"""",""labels"":[""ORG""]},{""start"":64,""end"":100,""text"":""Договора №9-02-12 от 01.07.2022 года"",""labels"":[""MISC""]}]",33.578,"Возмещение за услуги международной автоперевозки груза согласно Договора №9-02-12 от 01.07.2022 года (КФ
 ""ҚАМҚОРЛЫҚ ҚОРЫ"")","2025-03-03T18:36:47.332834Z"
69,"1","2025-03-03T18:37:29.943506Z",67,"[{""start"":123,""end"":167,""text"":""Договору поставки №РАС-4-1 от 29.06.2022\\nг."",""labels"":[""MISC""]},{""start"":0,""end"":6,""text"":""Оплата"",""labels"":[""PAYMENT_TYPE""]},{""start"":7,""end"":93,""text"":""за оснащение Центров для детей с аутизмом и другими ментальными нарушениями в регионах"",""labels"":[""PURPOSE""]},{""start"":96,""end"":117,""text"":""ТОО \""ИСКУ\\nКАЗАХСТАН\"""",""labels"":[""ORG""]}]",41.621,"Оплата за оснащение Центров для детей с аутизмом и другими ментальными нарушениями в регионах - ТОО ""ИСКУ
 КАЗАХСТАН""), по Договору поставки №РАС-4-1 от 29.06.2022
 г.","2025-03-03T18:37:29.943519Z"
70,"1","2025-03-03T18:37:47.584587Z",68,"[{""start"":0,""end"":15,""text"":""АГП им Кулакова"",""labels"":[""ORG""]},{""start"":16,""end"":31,""text"":""возврат средств"",""labels"":[""PAYMENT_TYPE""]},{""start"":32,""end"":42,""text"":""за лечение"",""labels"":[""PURPOSE""]}]",16.453,"АГП им Кулакова возврат средств за лечение","2025-03-03T18:37:47.584603Z"
71,"1","2025-03-03T18:38:12.330544Z",69,"[{""start"":0,""end"":6,""text"":""Оплата"",""labels"":[""PAYMENT_TYPE""]},{""start"":34,""end"":84,""text"":""расходы связанные с обученим 3-х\\nмед.специалистов"",""labels"":[""PURPOSE""]},{""start"":85,""end"":93,""text"":""КазНИИОР"",""labels"":[""ORG""]},{""start"":7,""end"":31,""text"":""Institut Curie, Paris 26"",""labels"":[""ORG""]}]",22.333,"Оплата Institut Curie, Paris 26 - расходы связанные с обученим 3-х
 мед.специалистов КазНИИОР","2025-03-03T18:38:12.330561Z"
72,"1","2025-03-03T18:38:29.530097Z",70,"[{""start"":73,""end"":128,""text"":""Договору №09-02-220, 221, 219, 213, 212, 207,\\n203, 208"",""labels"":[""MISC""]},{""start"":0,""end"":6,""text"":""Оплата"",""labels"":[""PAYMENT_TYPE""]},{""start"":7,""end"":24,""text"":""ООО \""Исток Аудио\"""",""labels"":[""ORG""]},{""start"":25,""end"":71,""text"":""за оборудование для оснащения специальных школ"",""labels"":[""PURPOSE""]}]",16.191,"Оплата ООО ""Исток Аудио"" за оборудование для оснащения специальных школ, Договору №09-02-220, 221, 219, 213, 212, 207,
 203, 208","2025-03-03T18:38:29.530113Z"
73,"1","2025-03-03T18:38:57.013742Z",71,"[{""start"":66,""end"":146,""text"":""Договор №09-02-146, 181, 113, 186, 102, 112, 114, 111, 146,\\n147 от 28.12.2022г."",""labels"":[""MISC""]},{""start"":0,""end"":6,""text"":""Оплата"",""labels"":[""PAYMENT_TYPE""]},{""start"":18,""end"":64,""text"":""за оборудование для оснащения специальных школ"",""labels"":[""PURPOSE""]},{""start"":7,""end"":17,""text"":""ООО \""Алма\"""",""labels"":[""ORG""]}]",25.836,"Оплата ООО ""Алма"" за оборудование для оснащения специальных школ, Договор №09-02-146, 181, 113, 186, 102, 112, 114, 111, 146,
 147 от 28.12.2022г.","2025-03-03T18:38:57.013758Z"
74,"1","2025-03-03T18:39:27.546640Z",72,"[{""start"":119,""end"":153,""text"":""Договор №09-02-34\/58 от 25.08.22г."",""labels"":[""MISC""]},{""start"":0,""end"":15,""text"":""Образовательные"",""labels"":[""PURPOSE""]},{""start"":58,""end"":67,""text"":""студентам"",""labels"":[""PURPOSE""]},{""start"":23,""end"":45,""text"":""ОФ «Қазақстан халқына»"",""labels"":[""ORG""]},{""start"":68,""end"":116,""text"":""НАО \""Кокшетауский университет им. Ш. Уалиханова\"""",""labels"":[""ORG""]},{""start"":16,""end"":22,""text"":""гранты"",""labels"":[""PAYMENT_TYPE""]},{""start"":46,""end"":57,""text"":""и стипендии"",""labels"":[""PAYMENT_TYPE""]}]",29.109,"Образовательные гранты ОФ «Қазақстан халқына» и стипендии студентам НАО ""Кокшетауский университет им. Ш. Уалиханова"",
 Договор №09-02-34/58 от 25.08.22г.","2025-03-03T18:39:27.546658Z"
75,"1","2025-03-03T18:39:55.586596Z",73,"[{""start"":128,""end"":160,""text"":""Договор №09-02-34\/8 от 25.08.22г"",""labels"":[""MISC""]},{""start"":16,""end"":22,""text"":""гранты"",""labels"":[""PAYMENT_TYPE""]},{""start"":46,""end"":57,""text"":""и стипендии"",""labels"":[""PAYMENT_TYPE""]},{""start"":0,""end"":15,""text"":""Образовательные"",""labels"":[""PURPOSE""]},{""start"":58,""end"":67,""text"":""студентам"",""labels"":[""PURPOSE""]},{""start"":23,""end"":45,""text"":""ОФ «Қазақстан халқына»"",""labels"":[""ORG""]},{""start"":68,""end"":126,""text"":""НАО \""Карагадинский технический университет им. А.Сагинова\"""",""labels"":[""ORG""]}]",26.773,"Образовательные гранты ОФ «Қазақстан халқына» и стипендии студентам НАО ""Карагадинский технический университет им. А.Сагинова"", Договор №09-02-34/8 от 25.08.22г","2025-03-03T18:39:55.586611Z"
76,"1","2025-03-03T18:40:23.037674Z",74,"[{""start"":126,""end"":159,""text"":""Договор №09-02-34\/23 от 25.08.22г"",""labels"":[""MISC""]},{""start"":0,""end"":15,""text"":""Образовательные"",""labels"":[""PURPOSE""]},{""start"":58,""end"":67,""text"":""студентам"",""labels"":[""PURPOSE""]},{""start"":23,""end"":45,""text"":""ОФ «Қазақстан халқына»"",""labels"":[""ORG""]},{""start"":68,""end"":125,""text"":""ТОО \""Международный инженерно-технологический университет\"""",""labels"":[""ORG""]},{""start"":16,""end"":22,""text"":""гранты"",""labels"":[""PAYMENT_TYPE""]},{""start"":46,""end"":57,""text"":""и стипендии"",""labels"":[""PAYMENT_TYPE""]}]",26.129,"Образовательные гранты ОФ «Қазақстан халқына» и стипендии студентам ТОО ""Международный инженерно-технологический университет"" Договор №09-02-34/23 от 25.08.22г","2025-03-03T18:40:23.037686Z"
77,"1","2025-03-03T18:40:56.970277Z",75,"[{""start"":126,""end"":162,""text"":""Договор №09-02-34\/68 от 25.08.2022г."",""labels"":[""MISC""]},{""start"":16,""end"":22,""text"":""гранты"",""labels"":[""PAYMENT_TYPE""]},{""start"":46,""end"":57,""text"":""и стипендии"",""labels"":[""PAYMENT_TYPE""]},{""start"":0,""end"":15,""text"":""Образовательные"",""labels"":[""PURPOSE""]},{""start"":58,""end"":67,""text"":""студентам"",""labels"":[""PURPOSE""]},{""start"":23,""end"":45,""text"":""ОФ «Қазақстан халқына»"",""labels"":[""ORG""]},{""start"":68,""end"":124,""text"":""НАО \""Таразский региональный университет им. М.Х. Дулати\"""",""labels"":[""ORG""]}]",32.889,"Образовательные гранты ОФ «Қазақстан халқына» и стипендии студентам НАО ""Таразский региональный университет им. М.Х. Дулати"", Договор №09-02-34/68 от 25.08.2022г.","2025-03-03T18:40:56.970320Z"
78,"1","2025-03-03T18:41:20.045721Z",76,"[{""start"":102,""end"":138,""text"":""Договор №09-\\n02-34\/28 от 25.08.22г."",""labels"":[""MISC""]},{""start"":16,""end"":22,""text"":""гранты"",""labels"":[""PAYMENT_TYPE""]},{""start"":46,""end"":57,""text"":""и стипендии"",""labels"":[""PAYMENT_TYPE""]},{""start"":0,""end"":15,""text"":""Образовательные"",""labels"":[""PURPOSE""]},{""start"":58,""end"":67,""text"":""студентам"",""labels"":[""PURPOSE""]},{""start"":23,""end"":45,""text"":""ОФ «Қазақстан халқына»"",""labels"":[""ORG""]},{""start"":68,""end"":100,""text"":""АО \""КАЗУМО И МЯ им. Абылай хана\"""",""labels"":[""ORG""]}]",22.065,"Образовательные гранты ОФ «Қазақстан халқына» и стипендии студентам АО ""КАЗУМО И МЯ им. Абылай хана"", Договор №09-
 02-34/28 от 25.08.22г.","2025-03-03T18:41:20.045737Z"
79,"1","2025-03-03T18:41:52.156528Z",77,"[{""start"":84,""end"":152,""text"":""Договор №09-02-91, 92, 117, 118,\\n119, 121, 122, 123 от 19.12.2022г."",""labels"":[""MISC""]},{""start"":0,""end"":6,""text"":""Оплата"",""labels"":[""PAYMENT_TYPE""]},{""start"":36,""end"":82,""text"":""за оборудование для оснащения специальных школ"",""labels"":[""PURPOSE""]},{""start"":7,""end"":35,""text"":""ИП \""Давыдов Олег Витальевич\"""",""labels"":[""ORG""]}]",31.15,"Оплата ИП ""Давыдов Олег Витальевич"" за оборудование для оснащения специальных школ, Договор №09-02-91, 92, 117, 118,
 119, 121, 122, 123 от 19.12.2022г.","2025-03-03T18:41:52.156546Z"
80,"1","2025-03-03T18:47:01.933403Z",78,"[{""start"":131,""end"":166,""text"":""Договор №25.05.2022 от\\n25.05.22г."",""labels"":[""MISC""]},{""start"":0,""end"":6,""text"":""Оплата"",""labels"":[""PAYMENT_TYPE""]},{""start"":65,""end"":72,""text"":""лечение"",""labels"":[""PURPOSE""]},{""start"":7,""end"":24,""text"":""медицинских услуг"",""labels"":[""PURPOSE""]},{""start"":25,""end"":62,""text"":""не оказываемых в Республике Казахстан"",""labels"":[""MISC""]},{""start"":85,""end"":129,""text"":""Детская городская больница им. Н.Ф. Филатова"",""labels"":[""ORG""]},{""start"":75,""end"":84,""text"":""г. Москва"",""labels"":[""MISC""]}]",308.545,"Оплата медицинских услуг не оказываемых в Республике Казахстан - лечение в г. Москва Детская городская больница им. Н.Ф. Филатова, Договор №25.05.2022  от
 25.05.22г.","2025-03-03T18:47:01.933415Z"
81,"1","2025-03-03T18:47:30.940343Z",79,"[{""start"":108,""end"":142,""text"":""договор №\\n09-02-196 от 28.12.22г."",""labels"":[""MISC""]},{""start"":0,""end"":7,""text"":""Оплата "",""labels"":[""PAYMENT_TYPE""]},{""start"":65,""end"":72,""text"":""лечение"",""labels"":[""PURPOSE""]},{""start"":7,""end"":24,""text"":""медицинских услуг"",""labels"":[""PURPOSE""]},{""start"":25,""end"":62,""text"":""не оказываемых в Республике Казахстан"",""labels"":[""MISC""]},{""start"":73,""end"":106,""text"":""в Medipol Mega Hospitals (Турция)"",""labels"":[""ORG""]}]",27.282,"Оплата медицинских услуг не оказываемых в Республике Казахстан - лечение в Medipol Mega Hospitals (Турция), договор №
 09-02-196 от 28.12.22г.","2025-03-03T18:47:30.940362Z"
82,"1","2025-03-03T18:47:56.511893Z",80,"[{""start"":0,""end"":24,""text"":""Благотворительная помощь"",""labels"":[""PAYMENT_TYPE""]},{""start"":48,""end"":83,""text"":""семьям 25-ти раненным гражданам РК "",""labels"":[""PURPOSE""]},{""start"":83,""end"":145,""text"":""во время трагических событий,\\nпроизошедших в январе 2022 года"",""labels"":[""MISC""]},{""start"":25,""end"":47,""text"":""ОФ «Қазақстан халқына»"",""labels"":[""ORG""]}]",24.085,"Благотворительная помощь ОФ «Қазақстан халқына» семьям 25-ти раненным гражданам РК во время трагических событий,
 произошедших в январе 2022 года","2025-03-03T18:47:56.511910Z"
83,"1","2025-03-21T07:00:13.084590Z",81,"[{""start"":90,""end"":140,""text"":""Договор №09-02-205, 204, 217,\\n214 от 28.12.2022г."",""labels"":[""MISC""]},{""start"":0,""end"":6,""text"":""Оплата"",""labels"":[""PAYMENT_TYPE""]},{""start"":7,""end"":41,""text"":""ИП Прохоренко Сергей Александрович"",""labels"":[""ORG""]},{""start"":42,""end"":88,""text"":""за оборудование для оснащения специальных школ"",""labels"":[""PURPOSE""]}]",20.455,"Оплата ИП Прохоренко Сергей Александрович за оборудование для оснащения специальных школ, Договор №09-02-205, 204, 217,
 214 от 28.12.2022г.","2025-03-21T07:00:13.084603Z"
84,"1","2025-03-21T07:00:35.598862Z",82,"[{""start"":77,""end"":136,""text"":""Договор №09-02-200, 199, 209, 210, 214, 94 от\\n28.12.2022г."",""labels"":[""MISC""]},{""start"":0,""end"":6,""text"":""Оплата"",""labels"":[""PAYMENT_TYPE""]},{""start"":30,""end"":76,""text"":""за оборудование для оснащения специальных школ"",""labels"":[""PURPOSE""]},{""start"":7,""end"":29,""text"":""ТОО \""Базисный Магазин\"""",""labels"":[""ORG""]}]",21.596,"Оплата ТОО ""Базисный Магазин"" за оборудование для оснащения специальных школ Договор №09-02-200, 199, 209, 210, 214, 94 от
 28.12.2022г.","2025-03-21T07:00:35.598878Z"
